id,key,value,type 
6970189796,community,Nima,addr
6970189796,suburb,Kotobabi,addr
6970189796,opening_hours,Mo-Sa 09:00-18:00,regular
6970189796,shop,convenience,regular
6970189796,source,Open Cities Accra / GARID- Field Survey,regular
6970189797,city,Accra,addr
6970189797,community,Nima,addr
6970189797,street,Ataa Mensah Close,addr
6970189797,suburb,Sweet Apple,addr
6970189797,amenity,school,regular
6970189797,fee,yes,regular
6970189797,name,Bethel Nursery Kindergarten School,regular
6970189797,operator,private_profit,regular
6970189797,source,Open Cities Accra / GARID- Field Survey,regular
6970189798,city,Accra,addr
6970189798,community,Nima,addr
6970189798,street,Alajo High Street,addr
6970189798,suburb,Kotobabi Police Station,addr
6970189798,opening_hours,Mo-Fr 09:00-17:00,regular
6970189798,shop,convenience,regular
6970189798,source,Open Cities Accra / GARID- Field Survey,regular
6970189799,city,Accra,addr
6970189799,community,Nima,addr
6970189799,street,Alajo High Street,addr
6970189799,suburb,Kotobabi Police Station,addr
6970189799,opening_hours,Mo-Sa 09:00-18:00,regular
6970189799,shop,clothes,regular
6970189799,source,Open Cities Accra / GARID- Field Survey,regular
6970189800,city,Accra,addr
6970189800,community,Nima,addr
6970189800,street,Asafoianye Amarkai Street,addr
6970189800,suburb,Kotobabi,addr
6970189800,name,Jenna's Klothing,regular
6970189800,opening_hours,Mo-Sa 09:00-18:00,regular
6970189800,phone,+233242643168,regular
6970189800,shop,tailor,regular
6970189800,source,Open Cities Accra / GARID- Field Survey,regular
6970189801,city,Accra,addr
6970189801,community,Nima,addr
6970189801,street,Alajo High Street,addr
6970189801,suburb,Kotobabi Police Station,addr
6970189801,name,Cyntash Beauty Parlour,regular
6970189801,opening_hours,Mo-Sa 09:00-18:00,regular
6970189801,phone,+233267789356,regular
6970189801,shop,beauty,regular
6970189801,source,Open Cities Accra / GARID- Field Survey,regular
6970189802,city,Accra,addr
6970189802,community,Nima,addr
6970189802,street,Ataa Mensah Close,addr
6970189802,suburb,Kotobabi,addr
6970189802,opening_hours,Mo-Sa 09:00-18:00,regular
6970189802,shop,kiosk,regular
6970189802,source,Open Cities Accra / GARID- Field Survey,regular
6970189803,city,Accra,addr
6970189803,community,Nima,addr
6970189803,street,Asafoianye Amarkai Street,addr
6970189803,suburb,Kotobabi,addr
6970189803,amenity,waste_dump_site,regular
6970189803,fee,no,regular
6970189803,source,Open Cities Accra / GARID- Field Survey,regular
6970189803,waste,trash,regular
6970189804,city,Accra,addr
6970189804,community,Nima,addr
6970189804,street,Ataa Mensah Close,addr
6970189804,suburb,Sweet Apple,addr
6970189804,shop,tailor,regular
6970189804,source,Open Cities Accra / GARID- Field Survey,regular
6970189805,city,Accra,addr
6970189805,community,Nima,addr
6970189805,street,Briahema Gyemila Crescent,addr
6970189805,suburb,Kotobabi Police Station,addr
6970189805,amenity,waste_basket,regular
6970189805,operator,Alliance Waste,regular
6970189805,source,Open Cities Accra / GARID- Field Survey,regular
6970189805,waste,trash,regular
6970189806,city,Accra,addr
6970189806,community,Nima,addr
6970189806,street,Alajo High Street,addr
6970189806,suburb,Kotobabi Police Station,addr
6970189806,name,Don Charlie,regular
6970189806,opening_hours,Mo-Sa 09:00-18:00,regular
6970189806,phone,+233244741722,regular
6970189806,shop,boutique,regular
6970189806,source,Open Cities Accra / GARID- Field Survey,regular
6970189807,city,Accra,addr
6970189807,community,Nima,addr
6970189807,suburb,Kotobabi,addr
6970189807,opening_hours,Mo-Sa 09:00-18:00,regular
6970189807,shop,tailor,regular
6970189807,source,Open Cities Accra / GARID- Field Survey,regular
6970189808,city,Accra,addr
6970189808,community,Nima,addr
6970189808,amenity,waste_dump_site,regular
6970189808,source,Open Cities Accra / GARID- Field Survey,regular
6970189808,waste,organic,regular
6974668411,street,Otublohum Street,addr
6974668411,amenity,restaurant,regular
6974668411,name,Las Palmas Restaurant,regular
6974668411,opening_hours,Mo-Su 08:00-23:00,regular
6975048641,suburb,Nima Post Office,addr
6975048641,amenity,marketplace,regular
6975048641,source,Open Cities Accra / GARID- Field Survey,regular
6975048642,community,Nima,addr
6975048642,street,Yahaya Seidu Street,addr
6975048642,suburb,Nima Post Office,addr
6975048642,amenity,drinking_water,regular
6975048642,drinking_water,yes,regular
6975048642,man_made,storage_tank,regular
6975048642,operational_status,ok,regular
6975048642,pump,powered,regular
6975048642,source,Open Cities Accra / GARID- Field Survey,regular
6975048643,city,Accra,addr
6975048643,community,Nima,addr
6975048643,street,Alhaji Mayaki street,addr
6975048643,suburb,Nima Post Office,addr
6975048643,name,Fawzi Ham Entreprise,regular
6975048643,opening_hours,Mo-Sa 09:00-18:00,regular
6975048643,phone,233244853723,regular
6975048643,shop,department_store,regular
6975048643,source,Open Cities Accra / GARID- Field Survey,regular
6975048644,city,Accra,addr
6975048644,community,Nima,addr
6975048644,suburb,Nima Post Office,addr
6975048644,description,Bookshop,regular
6975048644,name,Kay Sammy Bookshop,regular
6975048644,shop,books,regular
6975048644,source,Open Cities Accra / GARID- Field Survey,regular
6975048645,city,Accra,addr
6975048645,community,Nima,addr
6975048645,street,Yahaya Seidu Street,addr
6975048645,suburb,Nima Post Office,addr
6975048645,amenity,waste_disposal,regular
6975048645,colour,yellow,regular
6975048645,material,plastic,regular
6975048645,source,Open Cities Accra / GARID- Field Survey,regular
6975048645,disposal,bucket,toilets
6975048645,waste,trash,regular
6975067302,city,Accra,addr
6975067302,community,Nima,addr
6975067302,street,Kanda Link,addr
6975067302,suburb,kanda,addr
6975067302,name,Collins Gate Hotel,regular
6975067302,source,Open Cities Accra / GARID- Field Survey,regular
6975067302,tourism,hotel,regular
6975067303,city,Accra,addr
6975067303,community,Nima,addr
6975067303,street,La Kotey Street,addr
6975067303,suburb,Nima,addr
6975067303,name,Kcraft,regular
6975067303,phone,+233302250832,regular
6975067303,shop,furniture,regular
6975067303,source,Open Cities Accra / GARID- Field Survey,regular
6975067304,city,Accra,addr
6975067304,community,Nima,addr
6975067304,street,La Kotey Street,addr
6975067304,suburb,Kanda,addr
6975067304,amenity,school,regular
6975067304,name,Ebenezer Early Childhood Development,regular
6975067304,opening_hours,Mo-Sa 07:30-15:00,regular
6975067304,operator,private_profit,regular
6975067304,source,Open Cities Accra / GARID- Field Survey,regular
6975155482,city,Accra,addr
6975155482,community,Nima,addr
6975155482,street,Nima Market Street,addr
6975155482,shop,butcher,regular
6975155482,source,Open Cities Accra / GARID- Field Survey,regular
6975166242,city,Accra,addr
6975166242,community,Nima,addr
6975166242,country,GH,addr
6975166242,street,Mallam Futa Street,addr
6975166242,suburb,Nima Market,addr
6975166242,amenity,mobile_money_agent,regular
6975166242,name,Plan Smart,regular
6975166242,network,MTN Mobile Money,regular
6975166242,opening_hours,Mo-Fr 08:00-17:00,regular
6975166242,cash,yes,payment
6975166242,source,Open Cities Accra / GARID- Field Survey,regular
6975166243,city,Accra,addr
6975166243,community,Nima,addr
6975166243,country,GH,addr
6975166243,street,Alhaji Norga Street,addr
6975166243,suburb,Nima Market,addr
6975166243,amenity,mobile_money_agent,regular
6975166243,network,MTN Mobile Money,regular
6975166243,cash,yes,payment
6975166243,source,Open Cities Accra / GARID- Field Survey,regular
6975166244,city,Accra,addr
6975166244,community,Nima,addr
6975166244,country,GH,addr
6975166244,street,Nima Market Street,addr
6975166244,suburb,Nima Market,addr
6975166244,amenity,mobile_money_agent,regular
6975166244,name,Ever Ready Money Lending,regular
6975166244,opening_hours,Mo-Fr 08:00-17:00,regular
6975166244,cash,yes,payment
6975166244,source,Open Cities Accra / GARID- Field Survey,regular
6975166245,city,Accra,addr
6975166245,community,Nima,addr
6975166245,street,Mallam Futa Street,addr
6975166245,suburb,Nima Market,addr
6975166245,amenity,clinic,regular
6975166245,dispensing,yes,regular
6975166245,name,Layfa Clinic,regular
6975166245,opening_hours,24/7,regular
6975166245,operator,private_profit,regular
6975166245,source,Open Cities Accra / GARID- Field Survey,regular
6975166246,city,Accra,addr
6975166246,community,Nima,addr
6975166246,street,Nima Market Street,addr
6975166246,suburb,Nima Market,addr
6975166246,opening_hours,Mo-Sa 08:00-18:00,regular
6975166246,shop,clothes,regular
6975166246,source,Open Cities Accra / GARID- Field Survey,regular
6975166247,city,Accra,addr
6975166247,community,Nima,addr
6975166247,street,Alhaji Norga Street,addr
6975166247,suburb,Nima Market,addr
6975166247,shop,trade,regular
6975166247,source,Open Cities Accra / GARID- Field Survey,regular
6975166247,trade,plastics,regular
6975166248,city,Accra,addr
6975166248,community,Nima,addr
6975166248,suburb,Nima Market,addr
6975166248,shop,kiosk,regular
6975166248,source,Open Cities Accra / GARID- Field Survey,regular
6975166249,city,Accra,addr
6975166249,community,Nima,addr
6975166249,suburb,Nima Market,addr
6975166249,name,M'Kiss Entreprise,regular
6975166249,opening_hours,Mo-Sa 08:00-18:00,regular
6975166249,shop,kiosk,regular
6975166249,source,Open Cities Accra / GARID- Field Survey,regular
6975166250,city,Accra,addr
6975166250,community,Nima,addr
6975166250,suburb,Nima Market,addr
6975166250,name,Gil Add Ventures,regular
6975166250,shop,kiosk,regular
6975166250,source,Open Cities Accra / GARID- Field Survey,regular
6975166251,city,Accra,addr
6975166251,community,Nima,addr
6975166251,street,Nima Market Street,addr
6975166251,suburb,Nima Market,addr
6975166251,description,On the first floor,regular
6975166251,name,Amapaa Venture,regular
6975166251,shop,hardware,regular
6975166251,source,Open Cities Accra / GARID- Field Survey,regular
6975166252,city,Accra,addr
6975166252,community,Nima,addr
6975166252,street,Mallam Futa Street,addr
6975166252,suburb,Nima Market,addr
6975166252,name,Bah Entreprise,regular
6975166252,shop,clothes,regular
6975166252,source,Open Cities Accra / GARID- Field Survey,regular
6975166253,city,Accra,addr
6975166253,community,Nima,addr
6975166253,street,Nima Market Street,addr
6975166253,name,Scorpion Business Centre,regular
6975166253,shop,electronics,regular
6975166253,source,Open Cities Accra / GARID- Field Survey,regular
6975166254,city,Accra,addr
6975166254,community,Nima,addr
6975166254,street,Al-Waleed Bin-Talal Highway,addr
6975166254,suburb,Nima Market,addr
6975166254,opening_hours,Mo-Sa 08:00-18:00,regular
6975166254,shop,kiosk,regular
6975166254,source,Open Cities Accra / GARID- Field Survey,regular
6975166255,city,Accra,addr
6975166255,community,Nima,addr
6975166255,street,Nima Market Street,addr
6975166255,suburb,Nima Market,addr
6975166255,opening_hours,Mo-Sa 08:00-18:00,regular
6975166255,shop,kiosk,regular
6975166255,source,Open Cities Accra / GARID- Field Survey,regular
6975166256,city,Accra,addr
6975166256,community,Nima,addr
6975166256,street,Al-Waleed Bin-Talal Highway,addr
6975166256,suburb,Nima Market,addr
6975166256,name,Yasmira Tradings,regular
6975166256,phone,+233503290009,regular
6975166256,shop,kiosk,regular
6975166256,source,Open Cities Accra / GARID- Field Survey,regular
6975166257,city,Accra,addr
6975166257,community,Nima,addr
6975166257,street,Nima Market Street,addr
6975166257,suburb,Nima Market,addr
6975166257,shop,beverages,regular
6975166257,source,Open Cities Accra / GARID- Field Survey,regular
6975166258,city,Accra,addr
6975166258,community,Nima,addr
6975166258,street,Alhaji Norga Street,addr
6975166258,suburb,Nima Market,addr
6975166258,name,Morla Enterprise,regular
6975166258,shop,kiosk,regular
6975166258,source,Open Cities Accra / GARID- Field Survey,regular
6975166259,city,Accra,addr
6975166259,community,Nima,addr
6975166259,street,Alhaji Norga Street,addr
6975166259,suburb,Nima Market,addr
6975166259,name,Abaati Fashion Center,regular
6975166259,shop,clothes,regular
6975166259,source,Open Cities Accra / GARID- Field Survey,regular
6975166260,city,Accra,addr
6975166260,community,Nima,addr
6975166260,street,Al-Waleed Bin-Talal Highway,addr
6975166260,suburb,Nima Market,addr
6975166260,opening_hours,Mo-Sa 08:00-18:00,regular
6975166260,shop,kiosk,regular
6975166260,source,Open Cities Accra / GARID- Field Survey,regular
6975166261,city,Accra,addr
6975166261,community,Nima,addr
6975166261,street,Nima Market Street,addr
6975166261,suburb,Nima Market,addr
6975166261,name,G.G Entreprise,regular
6975166261,opening_hours,Mo-Sa 08:00-18:00,regular
6975166261,phone,+233242585671,regular
6975166261,shop,kiosk,regular
6975166261,source,Open Cities Accra / GARID- Field Survey,regular
6975166262,city,Accra,addr
6975166262,community,Nima,addr
6975166262,street,Nima Market Street,addr
6975166262,suburb,Nima Market,addr
6975166262,shop,clothes,regular
6975166262,source,Open Cities Accra / GARID- Field Survey,regular
6975166263,city,Accra,addr
6975166263,community,Nima,addr
6975166263,street,Nima Market Street,addr
6975166263,suburb,Nima Market,addr
6975166263,opening_hours,Mo-Sa 08:00-18:00,regular
6975166263,shop,trade,regular
6975166263,source,Open Cities Accra / GARID- Field Survey,regular
6975166263,trade,plastics,regular
6975166264,city,Accra,addr
6975166264,community,Nima,addr
6975166264,suburb,Nima Market,addr
6975166264,name,Cezer Haircut,regular
6975166264,opening_hours,Mo-Sa 08:00-18:00,regular
6975166264,shop,hairdresser,regular
6975166264,source,Open Cities Accra / GARID- Field Survey,regular
6975166265,city,Accra,addr
6975166265,community,Nima,addr
6975166265,street,Al-Waleed Bin-Talal Highway,addr
6975166265,suburb,Nima Market,addr
6975166265,opening_hours,Mo-Sa 08:00-18:00,regular
6975166265,shop,supermarket,regular
6975166265,source,Open Cities Accra / GARID- Field Survey,regular
6975166266,city,Accra,addr
6975166266,community,Nima,addr
6975166266,street,Nima Market Street,addr
6975166266,suburb,Nima Market,addr
6975166266,shop,kiosk,regular
6975166266,source,Open Cities Accra / GARID- Field Survey,regular
6975166267,city,Accra,addr
6975166267,community,Nima,addr
6975166267,street,Al-Waleed Bin-Talal Highway,addr
6975166267,suburb,Nima Market,addr
6975166267,shop,butcher,regular
6975166267,source,Open Cities Accra / GARID- Field Survey,regular
6975166268,city,Accra,addr
6975166268,community,Nima,addr
6975166268,street,Al-Waleed Bin-Talal Highway,addr
6975166268,suburb,Nima Market,addr
6975166268,name,Hajia Maame Enterprise,regular
6975166268,opening_hours,Mo-Fr 09:00-17:00,regular
6975166268,shop,clothes,regular
6975166268,source,Open Cities Accra / GARID- Field Survey,regular
6975166269,city,Accra,addr
6975166269,community,Nima,addr
6975166269,street,Al-Waleed Bin-Talal Highway,addr
6975166269,suburb,Nima Market,addr
6975166269,shop,furniture,regular
6975166269,source,Open Cities Accra / GARID- Field Survey,regular
6975166270,city,Accra,addr
6975166270,community,Nima,addr
6975166270,street,Al-Waleed Bin-Talal Highway,addr
6975166270,suburb,Nima Market,addr
6975166270,amenity,fast_food,regular
6975166270,name,Alfaresto Fast Food and Coffee Shop,regular
6975166270,opening_hours,Mo-Sa 08:00-18:00,regular
6975166270,phone,+233244933723,regular
6975166270,source,Open Cities Accra / GARID- Field Survey,regular
6975166271,city,Accra,addr
6975166271,community,Nima,addr
6975166271,street,Mallam Futa Street,addr
6975166271,suburb,Nima Market,addr
6975166271,name,Enyomat Company Limited,regular
6975166271,phone,+233243889711,regular
6975166271,shop,kiosk,regular
6975166271,source,Open Cities Accra / GARID- Field Survey,regular
6975166272,city,Accra,addr
6975166272,community,Nima,addr
6975166272,street,Al-Waleed Bin-Talal Highway,addr
6975166272,suburb,Nima Market,addr
6975166272,shop,electronics,regular
6975166272,source,Open Cities Accra / GARID- Field Survey,regular
6975166273,city,Accra,addr
6975166273,community,Nima,addr
6975166273,street,Al-Waleed Bin-Talal Highway,addr
6975166273,suburb,Nima Market,addr
6975166273,name,Aisha Ventures,regular
6975166273,shop,kiosk,regular
6975166273,source,Open Cities Accra / GARID- Field Survey,regular
6975166274,city,Accra,addr
6975166274,community,Nima,addr
6975166274,street,Al-Waleed Bin-Talal Highway,addr
6975166274,suburb,Nima Market,addr
6975166274,shop,copyshop,regular
6975166274,source,Open Cities Accra / GARID- Field Survey,regular
6975166275,city,Accra,addr
6975166275,community,Nima,addr
6975166275,street,Al-Waleed Bin-Talal Highway,addr
6975166275,suburb,Nima Market,addr
6975166275,opening_hours,Mo-Sa 08:00-18:00,regular
6975166275,shop,kiosk,regular
6975166275,source,Open Cities Accra / GARID- Field Survey,regular
6975166276,city,Accra,addr
6975166276,community,Nima,addr
6975166276,street,Al-Waleed Bin-Talal Highway,addr
6975166276,suburb,Nima Market,addr
6975166276,shop,butcher,regular
6975166276,source,Open Cities Accra / GARID- Field Survey,regular
6975166277,city,Accra,addr
6975166277,community,Nima,addr
6975166277,street,Nima Market Street,addr
6975166277,suburb,Nima Market,addr
6975166277,shop,houseware,regular
6975166277,source,Open Cities Accra / GARID- Field Survey,regular
6975166278,city,Accra,addr
6975166278,community,Nima,addr
6975166278,street,Alhaji Norga Street,addr
6975166278,suburb,nima market,addr
6975166278,amenity,place_of_worship,regular
6975166278,name,Al Rahman Mosque,regular
6975166278,opening_hours,24/7,regular
6975166278,religion,muslim,regular
6975166278,source,Open Cities Accra / GARID- Field Survey,regular
6975166279,city,Accra,addr
6975166279,community,Nima,addr
6975166279,street,Mallam Futa Street,addr
6975166279,suburb,Nima Market,addr
6975166279,shop,craft,regular
6975166279,source,Open Cities Accra / GARID- Field Survey,regular
6975166280,city,Accra,addr
6975166280,community,Nima,addr
6975166280,street,Alhaji Norga Street,addr
6975166280,suburb,Nima Market,addr
6975166280,amenity,cafe,regular
6975166280,name,Frozen Fantasies,regular
6975166280,source,Open Cities Accra / GARID- Field Survey,regular
6975166281,city,Accra,addr
6975166281,community,Nima,addr
6975166281,street,Mallam Futa Street,addr
6975166281,suburb,Nima Market,addr
6975166281,shop,clothes,regular
6975166281,source,Open Cities Accra / GARID- Field Survey,regular
6975166282,city,Accra,addr
6975166282,community,Nima,addr
6975166282,street,Al-Waleed Bin-Talal Highway,addr
6975166282,suburb,Nima Market,addr
6975166282,shop,kiosk,regular
6975166282,source,Open Cities Accra / GARID- Field Survey,regular
6975166283,city,Accra,addr
6975166283,community,Nima,addr
6975166283,street,Mallam Futa Street,addr
6975166283,suburb,Nima Market,addr
6975166283,name,Fofana Ventures,regular
6975166283,shop,kiosk,regular
6975166283,source,Open Cities Accra / GARID- Field Survey,regular
6975166284,city,Accra,addr
6975166284,community,Nima,addr
6975166284,street,Alhaji Norga Street,addr
6975166284,suburb,Nima Market,addr
6975166284,name,Meena's Golden Beats,regular
6975166284,phone,+233240832012,regular
6975166284,shop,boutique,regular
6975166284,source,Open Cities Accra / GARID- Field Survey,regular
6975166285,city,Accra,addr
6975166285,community,Nima,addr
6975166285,street,Alhaji Norga Street,addr
6975166285,suburb,Nima Market,addr
6975166285,name,Hajia Halima Black,regular
6975166285,opening_hours,Mo-Sa 08:00-18:00,regular
6975166285,phone,+233244155837,regular
6975166285,shop,kiosk,regular
6975166285,source,Open Cities Accra / GARID- Field Survey,regular
6975166286,city,Accra,addr
6975166286,community,Nima,addr
6975166286,street,Alhaji Norga Street,addr
6975166286,suburb,Nima Market,addr
6975166286,name,Jah Lives Unisex,regular
6975166286,opening_hours,Mo-Sa 08:00-18:00,regular
6975166286,phone,+233272668986,regular
6975166286,shop,boutique,regular
6975166286,source,Open Cities Accra / GARID- Field Survey,regular
6975166287,city,Accra,addr
6975166287,community,Nima,addr
6975166287,street,Alhaji Norga Street,addr
6975166287,suburb,Nima Market,addr
6975166287,name,God's Time is the Best,regular
6975166287,phone,+233244827664,regular
6975166287,shop,kiosk,regular
6975166287,source,Open Cities Accra / GARID- Field Survey,regular
6975166288,city,Accra,addr
6975166288,community,Nima,addr
6975166288,street,Al-Waleed Bin-Talal Highway,addr
6975166288,suburb,Nima Market,addr
6975166288,name,RM Stylish Entreprise,regular
6975166288,shop,clothes,regular
6975166288,source,Open Cities Accra / GARID- Field Survey,regular
6975166289,city,Accra,addr
6975166289,community,Nima,addr
6975166289,street,Mallam Futa Street,addr
6975166289,suburb,Nima Market,addr
6975166289,shop,clothes,regular
6975166289,source,Open Cities Accra / GARID- Field Survey,regular
6975166290,city,Accra,addr
6975166290,community,Nima,addr
6975166290,street,Mallam Futa Street,addr
6975166290,suburb,Nima Market,addr
6975166290,name,Sali's Shop,regular
6975166290,opening_hours,Mo-Sa 08:00-18:00,regular
6975166290,phone,+233266709297,regular
6975166290,shop,clothes,regular
6975166290,source,Open Cities Accra / GARID- Field Survey,regular
6975166291,city,Accra,addr
6975166291,community,Nima,addr
6975166291,street,Alhaji Norga Street,addr
6975166291,suburb,Nima Market,addr
6975166291,name,BJ's Wholesale and Retail of General Goods,regular
6975166291,shop,convenience,regular
6975166291,source,Open Cities Accra / GARID- Field Survey,regular
6975166292,city,Accra,addr
6975166292,community,Nima,addr
6975166292,suburb,Nima Market,addr
6975166292,opening_hours,24/7,regular
6975166292,shop,hairdresser,regular
6975166292,source,Open Cities Accra / GARID- Field Survey,regular
6975166293,city,Accra,addr
6975166293,community,Nima,addr
6975166293,street,Nima Market Street,addr
6975166293,suburb,Nima Market,addr
6975166293,amenity,place_of_worship,regular
6975166293,opening_hours,24/7,regular
6975166293,religion,muslim,regular
6975166293,source,Open Cities Accra / GARID- Field Survey,regular
6975166294,city,Accra,addr
6975166294,community,Nima,addr
6975166294,street,Alhaji Norga Street,addr
6975166294,suburb,Nima Market,addr
6975166294,opening_hours,Mo-Sa 08:00-18:00,regular
6975166294,shop,kiosk,regular
6975166294,source,Open Cities Accra / GARID- Field Survey,regular
6975166295,city,Accra,addr
6975166295,community,Nima,addr
6975166295,street,Mallam Futa Street,addr
6975166295,suburb,Nima Market,addr
6975166295,phone,0557033621,regular
6975166295,shop,kiosk,regular
6975166295,source,Open Cities Accra / GARID- Field Survey,regular
6975166296,city,Accra,addr
6975166296,community,Nima,addr
6975166296,street,Mallam Futa Street,addr
6975166296,suburb,Nima Market,addr
6975166296,name,Rak-Abdul Mako,regular
6975166296,phone,+233245876727,regular
6975166296,shop,kiosk,regular
6975166296,source,Open Cities Accra / GARID- Field Survey,regular
6975166297,city,Accra,addr
6975166297,community,Nima,addr
6975166297,street,Mallam Futa Street,addr
6975166297,suburb,Nima Market,addr
6975166297,shop,clothes,regular
6975166297,source,Open Cities Accra / GARID- Field Survey,regular
6975166298,city,Accra,addr
6975166298,community,Nima,addr
6975166298,street,Alhaji Norga Street,addr
6975166298,suburb,Nima Market,addr
6975166298,name,Bush Med Entreprise,regular
6975166298,opening_hours,Mo-Sa 08:00-18:00,regular
6975166298,shop,kiosk,regular
6975166298,source,Open Cities Accra / GARID- Field Survey,regular
6975166299,city,Accra,addr
6975166299,community,Nima,addr
6975166299,street,Nima Market Street,addr
6975166299,suburb,Nima Market,addr
6975166299,name,With Allah All Things Are Possible,regular
6975166299,phone,+233244867554,regular
6975166299,shop,houseware,regular
6975166299,source,Open Cities Accra / GARID- Field Survey,regular
6975166300,city,Accra,addr
6975166300,community,Nima,addr
6975166300,suburb,Nima Market,addr
6975166300,name,Soccabet,regular
6975166300,opening_hours,24/7,regular
6975166300,shop,bookmaker,regular
6975166300,source,Open Cities Accra / GARID- Field Survey,regular
6975166301,city,Accra,addr
6975166301,community,Nima,addr
6975166301,street,Al-Waleed Bin-Talal Highway,addr
6975166301,suburb,Nima Market,addr
6975166301,shop,hardware,regular
6975166301,source,Open Cities Accra / GARID- Field Survey,regular
6975166302,city,Accra,addr
6975166302,community,Nima,addr
6975166302,street,Nima Market Street,addr
6975166302,suburb,Nima Market,addr
6975166302,name,Waama Be Niimati Rabika,regular
6975166302,opening_hours,Mo-Sa 08:00-18:00,regular
6975166302,phone,+233244927667,regular
6975166302,shop,clothes,regular
6975166302,source,Open Cities Accra / GARID- Field Survey,regular
6975166303,city,Accra,addr
6975166303,community,Nima,addr
6975166303,street,Al-Waleed Bin-Talal Highway,addr
6975166303,suburb,Nima Market,addr
6975166303,shop,greengrocer,regular
6975166303,source,Open Cities Accra / GARID- Field Survey,regular
6975166304,city,Accra,addr
6975166304,community,Nima,addr
6975166304,street,Nima Market Street,addr
6975166304,suburb,Nima Market,addr
6975166304,shop,kiosk,regular
6975166304,source,Open Cities Accra / GARID- Field Survey,regular
6975166305,city,Accra,addr
6975166305,community,Nima,addr
6975166305,street,Mallam Futa Street,addr
6975166305,suburb,Nima Market,addr
6975166305,shop,electronics,regular
6975166305,source,Open Cities Accra / GARID- Field Survey,regular
6975166306,city,Accra,addr
6975166306,community,Nima,addr
6975166306,suburb,Nima Market,addr
6975166306,shop,beverages,regular
6975166306,source,Open Cities Accra / GARID- Field Survey,regular
6975166307,city,Accra,addr
6975166307,community,Nima,addr
6975166307,street,Alhaji Norga Street,addr
6975166307,suburb,Nima Market,addr
6975166307,name,M-mat Ghana Limited,regular
6975166307,opening_hours,Mo-Sa 08:00-18:00,regular
6975166307,phone,+233244975264,regular
6975166307,shop,kiosk,regular
6975166307,source,Open Cities Accra / GARID- Field Survey,regular
6975166308,city,Accra,addr
6975166308,community,Nima,addr
6975166308,street,Mallam Futa Street,addr
6975166308,suburb,Nima Market,addr
6975166308,name,FA-ISBA Enterprise,regular
6975166308,opening_hours,Mo-Sa 08:00-18:00,regular
6975166308,phone,+233260508967,regular
6975166308,shop,kiosk,regular
6975166308,source,Open Cities Accra / GARID- Field Survey,regular
6975166309,city,Accra,addr
6975166309,community,Nima,addr
6975166309,street,Alhaji Norga Street,addr
6975166309,suburb,Nima Market,addr
6975166309,name,Sheik Mass Idiya Business Center,regular
6975166309,shop,kiosk,regular
6975166309,source,Open Cities Accra / GARID- Field Survey,regular
6975166310,city,Accra,addr
6975166310,community,Nima,addr
6975166310,street,Alhaji Norga Street,addr
6975166310,suburb,Nima Market,addr
6975166310,opening_hours,Mo-Sa 08:00-18:00,regular
6975166310,shop,electronics,regular
6975166310,source,Open Cities Accra / GARID- Field Survey,regular
6975166311,city,Accra,addr
6975166311,community,Nima,addr
6975166311,street,Mallam Futa Street,addr
6975166311,suburb,Nima Market,addr
6975166311,female,yes,regular
6975166311,name,Mawulolo Nam Salon,regular
6975166311,shop,hairdresser,regular
6975166311,source,Open Cities Accra / GARID- Field Survey,regular
6975166312,city,Accra,addr
6975166312,community,Nima,addr
6975166312,suburb,Nima Market,addr
6975166312,shop,kiosk,regular
6975166312,source,Open Cities Accra / GARID- Field Survey,regular
6975166313,city,Accra,addr
6975166313,community,Nima,addr
6975166313,street,Nima Market Street,addr
6975166313,suburb,Nima Market,addr
6975166313,opening_hours,Mo-Sa 08:00-18:00,regular
6975166313,phone,+233246258093,regular
6975166313,shop,kiosk,regular
6975166313,source,Open Cities Accra / GARID- Field Survey,regular
6975166314,city,Accra,addr
6975166314,community,Nima,addr
6975166314,street,Nima Market Street,addr
6975166314,suburb,Nima Market,addr
6975166314,shop,trade,regular
6975166314,source,Open Cities Accra / GARID- Field Survey,regular
6975166314,trade,plastics,regular
6975166315,city,Accra,addr
6975166315,community,Nima,addr
6975166315,street,Alhaji Norga Street,addr
6975166315,suburb,Nima Market,addr
6975166315,shop,clothes,regular
6975166315,source,Open Cities Accra / GARID- Field Survey,regular
6975166316,city,Accra,addr
6975166316,community,Nima,addr
6975166316,street,Al-Waleed Bin-Talal Highway,addr
6975166316,suburb,Nima Market,addr
6975166316,name,UB Pharma Incorporated,regular
6975166316,opening_hours,Mo-Sa 08:00-18:00,regular
6975166316,phone,+233208338345,regular
6975166316,shop,chemist,regular
6975166316,source,Open Cities Accra / GARID- Field Survey,regular
6975166317,city,Accra,addr
6975166317,community,Nima,addr
6975166317,street,Nima Market Street,addr
6975166317,suburb,Nima Market,addr
6975166317,name,Kum's Sally Fashion Designs,regular
6975166317,opening_hours,Mo-Sa 08:00-18:00,regular
6975166317,phone,+233267344136,regular
6975166317,shop,tailor,regular
6975166317,source,Open Cities Accra / GARID- Field Survey,regular
6975166318,city,Accra,addr
6975166318,community,Nima,addr
6975166318,street,Nima Market Street,addr
6975166318,suburb,Nima Market,addr
6975166318,shop,kiosk,regular
6975166318,source,Open Cities Accra / GARID- Field Survey,regular
6975166319,city,Accra,addr
6975166319,community,Nima,addr
